Site,Channel,Replicate,Hour,DmagnaCT,DmagnaCN,DanicaCT,DanicaCN,AnguillaCT,AnguillaCN,,,,,,,
Hanwell,C2,R3,1,32.52,5.900,27.85,6.960,39.51,0.000,,,,,,,
Hanwell,C3,R1,1,36.91,0.290,38.18,0.000,29.25,2.150,,,,,,,
Hanwell,C3,R1,1,37.67,0.170,37.09,0.010,29.13,2.310,,,,,,,
Hanwell,C3,R1,1,34.71,1.310,0.00,0.000,29.34,2.040,,,,,,,
Hanwell,C3,R2,1,31.68,8.500,28.14,8.200,31.01,1.550,,,,,,,
Hanwell,C3,R2,1,31.98,6.930,28.52,6.370,30.78,1.770,,,,,,,
Hanwell,C3,R2,1,30.91,14.350,27.89,9.660,30.85,1.700,,,,,,,
Hanwell,C3,R3,1,34.09,1.660,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C3,R3,1,38.14,0.100,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C3,R3,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R1,1,37.78,0.130,31.91,0.690,33.43,0.380,,,,,,,
Sidaway,C1,R1,1,36.31,0.360,27.17,15.490,0.00,0.000,,,,,,,
Sidaway,C1,R1,1,33.36,2.720,28.87,5.060,33.69,0.320,,,,,,,
Sidaway,C1,R2,1,37.95,0.120,33.67,0.210,37.37,0.030,,,,,,,
Sidaway,C1,R2,1,38.74,0.070,29.29,3.860,36.68,0.050,,,,,,,
Sidaway,C1,R2,1,36.10,0.420,0.00,0.000,38.53,0.010,,,,,,,
Sidaway,C1,R3,1,0.00,0.000,25.08,39.060,33.62,0.420,,,,,,,
Sidaway,C1,R3,1,38.20,0.100,28.84,2.930,0.00,0.000,,,,,,,
Sidaway,C1,R3,1,0.00,0.000,25.09,38.820,0.00,0.000,,,,,,,
Sidaway,C2,R1,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,1,0.00,0.000,24.80,47.390,0.00,0.000,,,,,,,
Sidaway,C2,R2,1,0.00,0.000,25.27,34.290,0.00,0.000,,,,,,,
Sidaway,C2,R2,1,0.00,0.000,25.54,28.570,0.00,0.000,,,,,,,
Sidaway,C2,R2,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,1,0.00,0.000,26.01,20.670,0.00,0.000,,,,,,,
Sidaway,C2,R3,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,1,0.00,0.000,35.05,0.040,0.00,0.000,,,,,,,
Sidaway,C3,R2,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,1,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C1,R1,3,33.31,5.980,28.13,9.490,31.29,2.040,,,,,,,
Carpenter,C1,R1,3,32.47,10.430,27.90,10.990,31.61,1.710,,,,,,,
Carpenter,C1,R1,3,32.88,7.960,27.91,10.960,31.76,1.590,,,,,,,
Carpenter,C1,R2,3,31.43,20.920,28.04,10.060,31.75,1.600,,,,,,,
Carpenter,C1,R2,3,31.33,22.420,27.95,10.640,31.55,1.770,,,,,,,
Carpenter,C1,R2,3,31.85,15.880,27.58,13.500,31.29,2.030,,,,,,,
Carpenter,C1,R3,3,31.83,16.100,27.38,15.320,31.54,1.780,,,,,,,
Carpenter,C1,R3,3,32.19,12.580,27.28,16.350,31.43,1.880,,,,,,,
Carpenter,C1,R3,3,32.20,12.570,27.67,12.730,31.21,2.120,,,,,,,
Carpenter,C2,R1,3,34.61,2.500,31.94,0.850,35.30,0.240,,,,,,,
Carpenter,C2,R1,3,37.24,0.430,31.71,0.990,33.36,0.690,,,,,,,
Carpenter,C2,R1,3,33.72,4.530,31.54,1.100,32.90,0.870,,,,,,,
Carpenter,C2,R2,3,32.78,8.510,31.67,1.010,33.49,0.640,,,,,,,
Carpenter,C2,R2,3,37.75,0.300,31.58,1.070,33.55,0.620,,,,,,,
Carpenter,C2,R2,3,35.28,1.600,31.50,1.120,0.00,0.000,,,,,,,
Carpenter,C2,R3,3,31.63,18.310,30.25,2.490,32.39,1.140,,,,,,,
Carpenter,C2,R3,3,32.33,11.460,30.13,2.680,33.28,0.710,,,,,,,
Carpenter,C2,R3,3,32.73,8.780,30.36,2.320,32.18,1.280,,,,,,,
Carpenter,C3,R1,3,33.60,4.920,30.51,2.110,30.63,2.860,,,,,,,
Carpenter,C3,R1,3,33.75,4.440,30.62,1.970,30.81,2.610,,,,,,,
Carpenter,C3,R1,3,34.57,2.570,30.25,2.490,32.06,1.360,,,,,,,
Carpenter,C3,R2,3,31.79,16.540,30.62,1.970,31.81,1.540,,,,,,,
Carpenter,C3,R2,3,32.30,11.750,30.49,2.140,31.89,1.480,,,,,,,
Carpenter,C3,R2,3,32.88,7.960,30.80,1.750,31.57,1.750,,,,,,,
Carpenter,C3,R3,3,33.18,6.490,30.51,2.110,31.83,1.530,,,,,,,
Carpenter,C3,R3,3,32.65,9.300,30.49,2.140,31.83,1.530,,,,,,,
Carpenter,C3,R3,3,34.42,2.830,30.56,2.050,32.38,1.140,,,,,,,
Davies,C1,R1,3,34.31,3.060,26.91,20.650,34.59,0.360,,,,,,,
Davies,C1,R1,3,34.24,3.200,27.02,19.160,33.10,0.790,,,,,,,
Davies,C1,R1,3,35.81,1.120,26.81,21.920,33.54,0.620,,,,,,,
Davies,C1,R2,3,33.34,5.830,27.25,16.590,32.90,0.870,,,,,,,
Davies,C1,R2,3,33.27,6.130,26.73,23.140,32.32,1.180,,,,,,,
Davies,C1,R2,3,33.47,5.360,0.00,0.000,33.26,0.720,,,,,,,
Davies,C1,R3,3,35.33,1.540,26.96,20.000,35.43,0.230,,,,,,,
Davies,C1,R3,3,36.20,0.860,27.52,14.030,35.30,0.250,,,,,,,
Davies,C1,R3,3,38.32,0.200,27.66,12.790,0.00,0.000,,,,,,,
Davies,C2,R1,3,34.62,2.470,26.61,24.840,33.88,0.520,,,,,,,
Davies,C2,R1,3,33.69,4.620,26.64,24.450,33.83,0.530,,,,,,,
Davies,C2,R1,3,36.85,0.560,26.86,21.250,34.36,0.400,,,,,,,
Davies,C2,R2,3,34.19,3.310,26.89,20.870,34.28,0.420,,,,,,,
Davies,C2,R2,3,34.65,2.440,26.76,22.660,33.03,0.820,,,,,,,
Davies,C2,R2,3,36.43,0.730,26.52,26.440,32.95,0.850,,,,,,,
Davies,C2,R3,3,32.80,8.380,26.66,24.070,34.42,0.390,,,,,,,
Davies,C2,R3,3,35.34,1.530,27.00,19.470,33.39,0.670,,,,,,,
Davies,C2,R3,3,33.37,5.720,26.65,24.360,32.61,1.020,,,,,,,
Davies,C3,R1,3,34.94,2.010,26.53,26.240,33.88,0.520,,,,,,,
Davies,C3,R1,3,33.97,3.820,26.25,31.250,33.80,0.540,,,,,,,
Davies,C3,R1,3,33.68,4.670,26.09,34.680,32.78,0.930,,,,,,,
Davies,C3,R2,3,34.30,3.080,27.46,14.580,33.52,0.630,,,,,,,
Davies,C3,R2,3,33.55,5.070,26.69,23.750,32.61,1.010,,,,,,,
Davies,C3,R2,3,33.24,6.240,27.22,16.920,34.36,0.400,,,,,,,
Davies,C3,R3,3,33.83,4.220,26.91,20.580,34.92,0.300,,,,,,,
Davies,C3,R3,3,34.61,2.490,26.80,22.130,32.69,0.980,,,,,,,
Davies,C3,R3,3,33.77,4.400,27.04,18.920,33.64,0.590,,,,,,,
Hanwell,C1,R1,3,30.55,8.740,29.40,4.270,31.75,1.590,,,,,,,
Hanwell,C1,R1,3,30.48,9.220,30.11,2.720,30.46,3.140,,,,,,,
Hanwell,C1,R1,3,30.36,10.050,29.79,3.330,31.23,2.100,,,,,,,
Hanwell,C1,R2,3,29.80,14.920,30.23,2.520,31.48,1.840,,,,,,,
Hanwell,C1,R2,3,30.78,7.400,30.25,2.490,31.10,2.250,,,,,,,
Hanwell,C1,R2,3,30.53,8.890,30.43,2.220,30.93,2.450,,,,,,,
Hanwell,C1,R3,3,30.73,7.680,30.04,2.840,31.06,2.290,,,,,,,
Hanwell,C1,R3,3,30.05,12.470,30.40,2.260,31.21,2.110,,,,,,,
Hanwell,C1,R3,3,29.87,14.260,30.21,2.550,31.03,2.330,,,,,,,
Hanwell,C2,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C2,R1,3,36.86,0.090,0.00,0.000,37.50,0.070,,,,,,,
Hanwell,C2,R1,3,36.86,0.090,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C2,R2,3,36.10,0.160,32.37,0.650,31.17,2.160,,,,,,,
Hanwell,C2,R2,3,33.77,0.870,0.00,0.000,36.98,0.100,,,,,,,
Hanwell,C2,R2,3,37.20,0.070,34.74,0.140,30.97,2.410,,,,,,,
Hanwell,C2,R3,3,29.89,14.040,28.97,5.750,30.24,8.300,,,,,,,
Hanwell,C2,R3,3,29.97,13.200,28.47,7.880,31.32,5.200,,,,,,,
Hanwell,C2,R3,3,30.14,11.710,28.84,6.240,31.02,5.930,,,,,,,
Hanwell,C3,R1,3,0.00,0.000,39.11,0.000,0.00,0.000,,,,,,,
Hanwell,C3,R1,3,0.00,0.000,0.00,0.000,31.19,5.490,,,,,,,
Hanwell,C3,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C3,R2,3,31.50,4.430,28.64,7.110,30.90,6.220,,,,,,,
Hanwell,C3,R2,3,31.67,3.920,28.81,6.380,31.72,4.360,,,,,,,
Hanwell,C3,R2,3,32.63,1.970,28.96,5.810,31.28,5.280,,,,,,,
Hanwell,C3,R3,3,31.90,3.330,29.35,4.530,31.78,4.260,,,,,,,
Hanwell,C3,R3,3,32.73,1.840,29.24,4.850,32.15,3.630,,,,,,,
Hanwell,C3,R3,3,32.19,2.700,29.34,4.540,31.92,4.010,,,,,,,
Sidaway,C1,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R2,3,38.02,0.040,32.00,0.840,36.14,0.640,,,,,,,
Sidaway,C1,R2,3,34.87,0.390,29.16,5.090,0.00,0.000,,,,,,,
Sidaway,C1,R2,3,35.40,0.270,32.18,0.750,39.96,0.120,,,,,,,
Sidaway,C1,R3,3,39.40,0.010,28.89,6.070,0.00,0.000,,,,,,,
Sidaway,C1,R3,3,36.55,0.120,29.87,3.260,33.56,1.970,,,,,,,
Sidaway,C1,R3,3,35.66,0.220,29.26,4.780,32.38,3.290,,,,,,,
Sidaway,C2,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R2,3,36.38,0.130,28.74,6.670,33.31,2.200,,,,,,,
Sidaway,C2,R2,3,34.43,0.540,26.93,20.930,33.73,1.830,,,,,,,
Sidaway,C2,R2,3,36.30,0.140,28.27,8.980,32.82,2.720,,,,,,,
Sidaway,C2,R3,3,37.11,0.080,30.57,2.090,35.69,0.780,,,,,,,
Sidaway,C2,R3,3,35.36,0.280,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,3,0.00,0.000,33.89,0.250,0.00,0.000,,,,,,,
Sidaway,C3,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,3,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,3,38.80,0.020,32.97,0.450,0.00,0.000,,,,,,,
Sidaway,C3,R3,3,0.00,0.000,38.49,0.010,0.00,0.000,,,,,,,
Sidaway,C3,R3,3,0.00,0.000,34.18,0.210,0.00,0.000,,,,,,,
Carpenter,C1,R1,7,34.02,1.660,30.77,1.840,33.20,2.310,,,,,,,
Carpenter,C1,R1,7,34.45,1.220,30.17,2.690,34.99,1.060,,,,,,,
Carpenter,C1,R1,7,36.90,0.200,29.69,3.640,32.91,2.610,,,,,,,
Carpenter,C1,R2,7,34.21,1.450,30.07,2.870,33.01,2.500,,,,,,,
Carpenter,C1,R2,7,34.30,1.350,30.27,2.530,32.50,3.120,,,,,,,
Carpenter,C1,R2,7,33.34,2.720,30.75,1.870,35.19,0.970,,,,,,,
Carpenter,C1,R3,7,34.26,1.390,29.58,3.910,33.61,1.930,,,,,,,
Carpenter,C1,R3,7,32.47,5.120,29.18,5.050,32.79,2.750,,,,,,,
Carpenter,C1,R3,7,35.29,0.660,29.31,4.640,32.75,2.800,,,,,,,
Carpenter,C2,R1,7,0.00,0.000,32.58,0.580,35.92,0.710,,,,,,,
Carpenter,C2,R1,7,35.17,0.960,31.93,0.880,35.90,0.710,,,,,,,
Carpenter,C2,R1,7,34.46,1.540,31.66,1.050,0.00,0.000,,,,,,,
Carpenter,C2,R2,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C2,R2,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C2,R2,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C2,R3,7,33.27,3.340,32.39,0.650,34.89,1.110,,,,,,,
Carpenter,C2,R3,7,38.66,0.100,33.21,0.390,34.46,1.340,,,,,,,
Carpenter,C2,R3,7,38.22,0.130,34.66,0.150,34.67,1.220,,,,,,,
Carpenter,C3,R1,7,32.67,4.930,33.24,0.380,0.00,0.000,,,,,,,
Carpenter,C3,R1,7,32.02,7.550,33.25,0.380,33.95,1.660,,,,,,,
Carpenter,C3,R1,7,32.32,6.180,33.33,0.360,34.26,1.460,,,,,,,
Carpenter,C3,R2,7,32.99,4.010,33.26,0.380,33.46,2.060,,,,,,,
Carpenter,C3,R2,7,32.39,5.900,33.19,0.390,35.18,0.980,,,,,,,
Carpenter,C3,R2,7,31.78,8.820,32.71,0.540,35.97,0.690,,,,,,,
Carpenter,C3,R3,7,32.60,5.150,32.25,0.720,35.97,0.690,,,,,,,
Carpenter,C3,R3,7,32.01,7.600,32.49,0.620,33.44,2.070,,,,,,,
Carpenter,C3,R3,7,32.62,5.080,32.49,0.620,34.15,1.530,,,,,,,
Davies,C1,R1,7,32.87,4.330,29.42,4.320,34.86,1.130,,,,,,,
Davies,C1,R1,7,0.00,0.000,29.73,3.560,0.00,0.000,,,,,,,
Davies,C1,R1,7,0.00,0.000,29.55,3.980,0.00,0.000,,,,,,,
Davies,C1,R2,7,38.57,0.100,29.32,4.630,0.00,0.000,,,,,,,
Davies,C1,R2,7,33.43,3.000,29.54,4.020,0.00,0.000,,,,,,,
Davies,C1,R2,7,33.54,2.800,29.47,4.190,34.87,1.120,,,,,,,
Davies,C1,R3,7,0.00,0.000,29.25,4.810,0.00,0.000,,,,,,,
Davies,C1,R3,7,0.00,0.000,29.26,4.780,0.00,0.000,,,,,,,
Davies,C1,R3,7,34.73,1.290,29.19,5.010,35.65,0.800,,,,,,,
Davies,C2,R1,7,32.85,4.370,27.66,6.820,34.08,1.010,,,,,,,
Davies,C2,R1,7,34.41,1.590,27.73,6.520,0.00,0.000,,,,,,,
Davies,C2,R1,7,35.64,0.710,27.69,6.700,34.86,0.680,,,,,,,
Davies,C2,R2,7,34.60,1.400,28.76,3.360,34.94,0.660,,,,,,,
Davies,C2,R2,7,33.45,2.970,28.28,4.590,36.32,0.330,,,,,,,
Davies,C2,R2,7,32.15,6.930,28.68,3.550,35.43,0.510,,,,,,,
Davies,C2,R3,7,35.51,0.770,28.43,4.170,35.98,0.390,,,,,,,
Davies,C2,R3,7,33.99,2.080,28.13,5.050,35.46,0.510,,,,,,,
Davies,C2,R3,7,39.73,0.040,28.13,5.030,34.32,0.900,,,,,,,
Davies,C3,R1,7,32.83,4.430,28.50,3.970,0.00,0.000,,,,,,,
Davies,C3,R1,7,33.95,2.140,28.28,4.580,0.00,0.000,,,,,,,
Davies,C3,R1,7,36.56,0.390,28.15,4.970,34.50,0.820,,,,,,,
Davies,C3,R2,7,32.70,4.830,28.47,4.050,36.32,0.330,,,,,,,
Davies,C3,R2,7,32.79,4.570,28.32,4.450,35.31,0.550,,,,,,,
Davies,C3,R2,7,31.84,8.440,28.21,4.790,0.00,0.000,,,,,,,
Davies,C3,R3,7,31.40,11.260,27.35,8.310,34.73,0.730,,,,,,,
Davies,C3,R3,7,30.62,18.770,27.49,7.580,34.88,0.680,,,,,,,
Davies,C3,R3,7,30.37,22.050,27.54,7.370,35.50,0.500,,,,,,,
Hanwell,C1,R1,7,34.98,1.100,30.97,0.810,32.47,2.250,,,,,,,
Hanwell,C1,R1,7,33.74,2.460,32.03,0.410,33.10,1.650,,,,,,,
Hanwell,C1,R1,7,35.36,0.850,31.16,0.720,33.91,1.100,,,,,,,
Hanwell,C1,R2,7,34.24,1.770,30.22,1.320,33.22,1.540,,,,,,,
Hanwell,C1,R2,7,33.74,2.460,31.13,0.730,32.52,2.190,,,,,,,
Hanwell,C1,R2,7,32.95,4.110,31.17,0.720,32.94,1.780,,,,,,,
Hanwell,C1,R3,7,33.20,3.500,30.67,0.990,34.71,0.740,,,,,,,
Hanwell,C1,R3,7,33.57,2.740,31.45,0.600,33.01,1.720,,,,,,,
Hanwell,C1,R3,7,35.92,0.590,31.01,0.790,34.84,0.690,,,,,,,
Hanwell,C2,R1,7,31.60,9.910,29.48,2.120,33.33,1.470,,,,,,,
Hanwell,C2,R1,7,31.87,8.280,29.52,2.060,32.54,2.170,,,,,,,
Hanwell,C2,R1,7,32.33,6.150,29.23,2.480,31.65,3.380,,,,,,,
Hanwell,C2,R2,7,36.02,0.550,35.02,0.060,34.34,0.890,,,,,,,
Hanwell,C2,R2,7,34.82,1.210,29.78,1.750,32.86,1.850,,,,,,,
Hanwell,C2,R2,7,0.00,0.000,30.00,1.520,33.46,1.370,,,,,,,
Hanwell,C2,R3,7,34.91,1.140,29.86,1.660,32.36,2.370,,,,,,,
Hanwell,C2,R3,7,33.25,3.380,29.88,1.640,33.35,1.450,,,,,,,
Hanwell,C2,R3,7,34.56,1.440,30.07,1.450,35.31,0.550,,,,,,,
Hanwell,C3,R1,7,32.65,5.000,29.12,2.670,32.88,1.830,,,,,,,
Hanwell,C3,R1,7,32.85,4.390,28.75,3.380,32.50,2.210,,,,,,,
Hanwell,C3,R1,7,32.32,6.190,28.51,3.950,32.87,1.840,,,,,,,
Hanwell,C3,R2,7,32.68,4.890,28.83,3.220,32.43,2.290,,,,,,,
Hanwell,C3,R2,7,32.87,4.330,28.96,2.950,32.98,1.740,,,,,,,
Hanwell,C3,R2,7,33.36,3.150,28.44,4.130,32.63,2.080,,,,,,,
Hanwell,C3,R3,7,36.43,0.420,29.55,2.030,35.62,0.470,,,,,,,
Hanwell,C3,R3,7,34.50,1.490,30.79,0.910,34.69,0.740,,,,,,,
Hanwell,C3,R3,7,0.00,0.000,29.37,2.270,33.28,1.500,,,,,,,
Sidaway,C1,R1,7,36.67,0.360,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R1,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R1,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R2,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R2,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R2,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R3,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R3,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R3,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,7,0.00,0.000,35.87,0.030,38.23,0.120,,,,,,,
Sidaway,C2,R2,7,37.44,0.370,0.00,0.000,34.68,0.750,,,,,,,
Sidaway,C2,R2,7,37.00,0.500,29.81,1.720,0.00,0.000,,,,,,,
Sidaway,C2,R2,7,35.24,1.640,34.74,0.070,0.00,0.000,,,,,,,
Sidaway,C2,R3,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,7,38.57,0.170,33.87,0.120,0.00,0.000,,,,,,,
Sidaway,C3,R2,7,37.66,0.320,30.89,0.860,0.00,0.000,,,,,,,
Sidaway,C3,R2,7,34.58,2.550,29.57,2.000,38.56,0.100,,,,,,,
Sidaway,C3,R3,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,7,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C1,R1,19,34.00,0.740,31.33,0.520,34.97,0.200,,,,,,,
Carpenter,C1,R1,19,35.35,0.280,31.85,0.360,0.00,0.000,,,,,,,
Carpenter,C1,R1,19,0.00,0.000,31.63,0.420,0.00,0.000,,,,,,,
Carpenter,C1,R2,19,34.63,0.470,32.08,0.310,0.00,0.000,,,,,,,
Carpenter,C1,R2,19,33.60,0.980,31.94,0.340,0.00,0.000,,,,,,,
Carpenter,C1,R2,19,37.78,0.050,31.94,0.340,35.17,0.180,,,,,,,
Carpenter,C1,R3,19,36.03,0.170,31.41,0.490,0.00,0.000,,,,,,,
Carpenter,C1,R3,19,35.75,0.210,30.92,0.700,0.00,0.000,,,,,,,
Carpenter,C1,R3,19,0.00,0.000,31.52,0.460,0.00,0.000,,,,,,,
Carpenter,C2,R1,19,0.00,0.000,34.88,0.040,34.95,0.210,,,,,,,
Carpenter,C2,R1,19,0.00,0.000,33.43,0.120,0.00,0.000,,,,,,,
Carpenter,C2,R1,19,0.00,0.000,36.78,0.010,0.00,0.000,,,,,,,
Carpenter,C2,R2,19,33.73,0.900,32.65,0.210,0.00,0.000,,,,,,,
Carpenter,C2,R2,19,0.00,0.000,31.46,0.480,0.00,0.000,,,,,,,
Carpenter,C2,R2,19,0.00,0.000,32.85,0.180,0.00,0.000,,,,,,,
Carpenter,C2,R3,19,34.64,0.470,31.37,0.510,0.00,0.000,,,,,,,
Carpenter,C2,R3,19,35.42,0.260,31.32,0.520,34.96,0.200,,,,,,,
Carpenter,C2,R3,19,34.99,0.360,31.75,0.390,34.98,0.200,,,,,,,
Carpenter,C3,R1,19,34.24,0.620,36.34,0.010,0.00,0.000,,,,,,,
Carpenter,C3,R1,19,33.81,0.850,35.05,0.040,0.00,0.000,,,,,,,
Carpenter,C3,R1,19,0.00,0.000,33.45,0.120,0.00,0.000,,,,,,,
Carpenter,C3,R2,19,34.85,2.630,32.66,0.210,0.00,0.000,,,,,,,
Carpenter,C3,R2,19,33.27,7.010,32.51,0.230,34.22,0.310,,,,,,,
Carpenter,C3,R2,19,32.87,9.010,33.83,0.090,0.00,0.000,,,,,,,
Carpenter,C3,R3,19,33.53,5.960,32.89,0.170,0.00,0.000,,,,,,,
Carpenter,C3,R3,19,33.74,5.220,33.00,0.160,33.98,0.350,,,,,,,
Carpenter,C3,R3,19,33.82,4.970,33.01,0.160,34.47,0.270,,,,,,,
Davies,C1,R1,19,0.00,0.000,30.88,0.720,0.00,0.000,,,,,,,
Davies,C1,R1,19,34.40,3.470,31.00,0.660,0.00,0.000,,,,,,,
Davies,C1,R1,19,33.75,5.210,30.95,0.680,35.40,0.160,,,,,,,
Davies,C1,R2,19,34.70,2.880,31.21,0.570,0.00,0.000,,,,,,,
Davies,C1,R2,19,34.60,3.050,30.72,0.800,0.00,0.000,,,,,,,
Davies,C1,R2,19,0.00,0.000,30.89,0.710,0.00,0.000,,,,,,,
Davies,C1,R3,19,35.28,2.000,32.00,0.330,0.00,0.000,,,,,,,
