Site,Channel,Replicate,Hour,DmagnaCT,DmagnaCN,DanicaCT,DanicaCN,AnguillaCT,AnguillaCN,,,,,,,
Davies,C1,R3,19,0.00,0.000,31.26,0.550,0.00,0.000,,,,,,,
Davies,C1,R3,19,0.00,0.000,31.10,0.610,0.00,0.000,,,,,,,
Davies,C2,R1,19,33.82,4.990,31.85,0.360,0.00,0.000,,,,,,,
Davies,C2,R1,19,33.73,5.260,32.10,0.300,0.00,0.000,,,,,,,
Davies,C2,R1,19,0.00,0.000,31.80,0.380,0.00,0.000,,,,,,,
Davies,C2,R2,19,0.00,0.000,30.97,0.670,0.00,0.000,,,,,,,
Davies,C2,R2,19,33.93,4.640,31.41,0.490,0.00,0.000,,,,,,,
Davies,C2,R2,19,0.00,0.000,31.06,0.630,0.00,0.000,,,,,,,
Davies,C2,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Davies,C2,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Davies,C2,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Davies,C3,R1,19,0.00,0.000,32.17,0.290,0.00,0.000,,,,,,,
Davies,C3,R1,19,0.00,0.000,32.65,0.210,0.00,0.000,,,,,,,
Davies,C3,R1,19,0.00,0.000,31.76,0.390,0.00,0.000,,,,,,,
Davies,C3,R2,19,0.00,0.000,32.14,0.300,0.00,0.000,,,,,,,
Davies,C3,R2,19,0.00,0.000,32.51,0.230,0.00,0.000,,,,,,,
Davies,C3,R2,19,0.00,0.000,32.50,0.230,0.00,0.000,,,,,,,
Davies,C3,R3,19,0.00,0.000,33.67,0.100,0.00,0.000,,,,,,,
Davies,C3,R3,19,0.00,0.000,33.37,0.120,0.00,0.000,,,,,,,
Davies,C3,R3,19,0.00,0.000,33.50,0.110,0.00,0.000,,,,,,,
Hanwell,C1,R1,19,0.00,0.000,34.28,0.060,0.00,0.000,,,,,,,
Hanwell,C1,R1,19,35.15,2.170,34.30,0.060,0.00,0.000,,,,,,,
Hanwell,C1,R1,19,39.63,0.130,34.30,0.060,35.92,0.120,,,,,,,
Hanwell,C1,R2,19,33.62,5.640,34.80,0.030,0.00,0.000,,,,,,,
Hanwell,C1,R2,19,35.35,1.920,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C1,R2,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C1,R3,19,0.00,0.000,35.28,0.020,35.95,0.130,,,,,,,
Hanwell,C1,R3,19,35.55,1.700,35.23,0.020,0.00,0.000,,,,,,,
Hanwell,C1,R3,19,35.73,1.510,36.26,0.010,34.89,0.230,,,,,,,
Hanwell,C2,R1,19,33.18,7.410,32.50,0.160,36.10,0.120,,,,,,,
Hanwell,C2,R1,19,34.26,3.790,31.50,0.320,0.00,0.000,,,,,,,
Hanwell,C2,R1,19,32.39,12.150,30.87,0.510,34.18,0.340,,,,,,,
Hanwell,C2,R2,19,0.00,0.000,31.16,0.410,34.96,0.220,,,,,,,
Hanwell,C2,R2,19,33.72,5.290,31.42,0.340,0.00,0.000,,,,,,,
Hanwell,C2,R2,19,32.59,10.700,31.39,0.350,0.00,0.000,,,,,,,
Hanwell,C2,R3,19,33.34,6.710,32.48,0.160,0.00,0.000,,,,,,,
Hanwell,C2,R3,19,34.63,3.010,32.63,0.140,0.00,0.000,,,,,,,
Hanwell,C2,R3,19,31.84,17.130,32.39,0.170,0.00,0.000,,,,,,,
Hanwell,C3,R1,19,35.65,1.590,33.12,0.100,0.00,0.000,,,,,,,
Hanwell,C3,R1,19,34.90,2.540,32.75,0.130,0.00,0.000,,,,,,,
Hanwell,C3,R1,19,0.00,0.000,32.61,0.150,0.00,0.000,,,,,,,
Hanwell,C3,R2,19,36.62,0.870,32.41,0.170,35.25,0.190,,,,,,,
Hanwell,C3,R2,19,0.00,0.000,32.76,0.130,35.01,0.210,,,,,,,
Hanwell,C3,R2,19,34.44,3.380,33.25,0.090,0.00,0.000,,,,,,,
Hanwell,C3,R3,19,33.89,4.780,32.55,0.150,0.00,0.000,,,,,,,
Hanwell,C3,R3,19,35.22,2.080,32.75,0.130,0.00,0.000,,,,,,,
Hanwell,C3,R3,19,38.59,0.250,32.02,0.220,0.00,0.000,,,,,,,
Sidaway,C1,R1,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R1,19,0.00,0.000,37.44,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R1,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R2,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R2,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R2,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,19,37.43,0.520,30.06,0.900,36.47,0.100,,,,,,,
Sidaway,C2,R1,19,0.00,0.000,30.43,0.690,0.00,0.000,,,,,,,
Sidaway,C2,R1,19,0.00,0.000,30.64,0.600,39.40,0.020,,,,,,,
Sidaway,C2,R2,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R2,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R2,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,19,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C1,R1,29,0.00,0.000,32.82,0.250,0.00,0.000,,,,,,,
Carpenter,C1,R1,29,0.00,0.000,36.14,0.020,0.00,0.000,,,,,,,
Carpenter,C1,R1,29,0.00,0.000,34.13,0.100,0.00,0.000,,,,,,,
Carpenter,C1,R2,29,0.00,0.000,33.81,0.310,0.00,0.000,,,,,,,
Carpenter,C1,R2,29,0.00,0.000,33.10,0.490,0.00,0.000,,,,,,,
Carpenter,C1,R2,29,0.00,0.000,33.89,0.300,0.00,0.000,,,,,,,
Carpenter,C1,R3,29,38.49,0.420,33.72,0.330,0.00,0.000,,,,,,,
Carpenter,C1,R3,29,0.00,0.000,34.64,0.180,0.00,0.000,,,,,,,
Carpenter,C1,R3,29,0.00,0.000,35.98,0.080,0.00,0.000,,,,,,,
Carpenter,C2,R1,29,34.71,4.050,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C2,R1,29,34.64,4.230,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C2,R1,29,0.00,0.000,35.88,0.080,0.00,0.000,,,,,,,
Carpenter,C2,R2,29,0.00,0.000,36.50,0.050,0.00,0.000,,,,,,,
Carpenter,C2,R2,29,34.17,5.590,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C2,R2,29,0.00,0.000,36.74,0.050,0.00,0.000,,,,,,,
Carpenter,C2,R3,29,38.13,0.530,34.79,0.170,0.00,0.000,,,,,,,
Carpenter,C2,R3,29,35.66,2.300,33.89,0.300,0.00,0.000,,,,,,,
Carpenter,C2,R3,29,34.60,4.340,35.33,0.120,0.00,0.000,,,,,,,
Carpenter,C3,R1,29,36.68,1.260,37.30,0.030,0.00,0.000,,,,,,,
Carpenter,C3,R1,29,34.71,4.060,36.32,0.060,0.00,0.000,,,,,,,
Carpenter,C3,R1,29,33.77,7.080,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C3,R2,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C3,R2,29,32.86,12.200,35.40,0.110,0.00,0.000,,,,,,,
Carpenter,C3,R2,29,0.00,0.000,36.42,0.060,0.00,0.000,,,,,,,
Carpenter,C3,R3,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C3,R3,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C3,R3,29,33.65,7.630,0.00,0.000,0.00,0.000,,,,,,,
Davies,C1,R1,29,0.00,0.000,33.73,0.330,0.00,0.000,,,,,,,
Davies,C1,R1,29,0.00,0.000,33.65,0.350,0.00,0.000,,,,,,,
Davies,C1,R1,29,0.00,0.000,33.53,0.370,0.00,0.000,,,,,,,
Davies,C1,R2,29,0.00,0.000,34.88,0.160,0.00,0.000,,,,,,,
Davies,C1,R2,29,0.00,0.000,33.81,0.310,0.00,0.000,,,,,,,
Davies,C1,R2,29,0.00,0.000,35.88,0.080,0.00,0.000,,,,,,,
Davies,C1,R3,29,0.00,0.000,34.11,0.260,0.00,0.000,,,,,,,
Davies,C1,R3,29,0.00,0.000,33.82,0.310,0.00,0.000,,,,,,,
Davies,C1,R3,29,0.00,0.000,32.77,0.600,0.00,0.000,,,,,,,
Davies,C2,R1,29,33.37,8.980,33.40,0.400,0.00,0.000,,,,,,,
Davies,C2,R1,29,0.00,0.000,33.50,0.380,0.00,0.000,,,,,,,
Davies,C2,R1,29,33.83,6.850,33.42,0.400,0.00,0.000,,,,,,,
Davies,C2,R2,29,34.28,5.230,35.34,0.120,0.00,0.000,,,,,,,
Davies,C2,R2,29,0.00,0.000,33.35,0.420,0.00,0.000,,,,,,,
Davies,C2,R2,29,34.28,5.230,36.43,0.060,0.00,0.000,,,,,,,
Davies,C2,R3,29,0.00,0.000,34.07,0.270,0.00,0.000,,,,,,,
Davies,C2,R3,29,0.00,0.000,35.18,0.130,0.00,0.000,,,,,,,
Davies,C2,R3,29,0.00,0.000,33.73,0.330,0.00,0.000,,,,,,,
Davies,C3,R1,29,34.43,4.780,33.90,0.290,0.00,0.000,,,,,,,
Davies,C3,R1,29,36.41,1.470,34.55,0.190,0.00,0.000,,,,,,,
Davies,C3,R1,29,36.62,1.300,34.02,0.270,0.00,0.000,,,,,,,
Davies,C3,R2,29,33.41,8.780,35.79,0.090,0.00,0.000,,,,,,,
Davies,C3,R2,29,0.00,0.000,33.51,0.380,0.00,0.000,,,,,,,
Davies,C3,R2,29,0.00,0.000,35.07,0.140,0.00,0.000,,,,,,,
Davies,C3,R3,29,0.00,0.000,34.15,0.250,0.00,0.000,,,,,,,
Davies,C3,R3,29,0.00,0.000,34.46,0.210,0.00,0.000,,,,,,,
Davies,C3,R3,29,0.00,0.000,34.60,0.190,37.16,4.060,,,,,,,
Hanwell,C1,R1,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C1,R1,29,36.86,1.130,37.49,0.030,0.00,0.000,,,,,,,
Hanwell,C1,R1,29,0.00,0.000,35.14,0.130,37.46,3.640,,,,,,,
Hanwell,C1,R2,29,0.00,0.000,35.61,0.100,0.00,0.000,,,,,,,
Hanwell,C1,R2,29,0.00,0.000,37.55,0.030,0.00,0.000,,,,,,,
Hanwell,C1,R2,29,0.00,0.000,36.63,0.050,0.00,0.000,,,,,,,
Hanwell,C1,R3,29,0.00,0.000,35.94,0.080,0.00,0.000,,,,,,,
Hanwell,C1,R3,29,35.36,2.760,37.11,0.040,0.00,0.000,,,,,,,
Hanwell,C1,R3,29,0.00,0.000,36.01,0.080,0.00,0.000,,,,,,,
Hanwell,C2,R1,29,32.80,12.590,33.52,0.370,0.00,0.000,,,,,,,
Hanwell,C2,R1,29,37.54,0.750,33.73,0.330,0.00,0.000,,,,,,,
Hanwell,C2,R1,29,33.63,7.690,35.58,0.100,0.00,0.000,,,,,,,
Hanwell,C2,R2,29,35.25,2.940,35.97,0.080,0.00,0.000,,,,,,,
Hanwell,C2,R2,29,32.84,12.340,34.17,0.250,0.00,0.000,,,,,,,
Hanwell,C2,R2,29,32.79,12.680,33.23,0.450,0.00,0.000,,,,,,,
Hanwell,C2,R3,29,33.97,6.290,33.98,0.280,0.00,0.000,,,,,,,
Hanwell,C2,R3,29,32.91,11.840,33.98,0.280,0.00,0.000,,,,,,,
Hanwell,C2,R3,29,33.98,6.260,34.19,0.250,37.08,4.190,,,,,,,
Hanwell,C3,R1,29,0.00,0.000,35.75,0.090,38.53,2.460,,,,,,,
Hanwell,C3,R1,29,0.00,0.000,35.47,0.110,0.00,0.000,,,,,,,
Hanwell,C3,R1,29,35.26,2.920,36.47,0.060,0.00,0.000,,,,,,,
Hanwell,C3,R2,29,36.85,1.130,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C3,R2,29,0.00,0.000,36.01,0.080,0.00,0.000,,,,,,,
Hanwell,C3,R2,29,0.00,0.000,34.08,0.260,37.22,3.980,,,,,,,
Hanwell,C3,R3,29,0.00,0.000,33.60,0.360,0.00,0.000,,,,,,,
Hanwell,C3,R3,29,34.76,2.270,34.48,0.200,37.19,4.020,,,,,,,
Hanwell,C3,R3,29,36.23,0.860,33.83,0.310,0.00,0.000,,,,,,,
Sidaway,C1,R1,29,36.85,0.570,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R1,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R1,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R2,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R2,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R2,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R3,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R3,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C1,R3,29,39.01,0.130,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R1,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R2,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R2,29,37.74,0.320,0.00,0.000,39.32,0.440,,,,,,,
Sidaway,C2,R2,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R1,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,29,35.52,1.370,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,29,36.44,0.750,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,29,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C1,R1,43,0.00,0.000,34.61,0.030,0.00,0.000,,,,,,,
Carpenter,C1,R1,43,0.00,0.000,34.32,0.040,0.00,0.000,,,,,,,
Carpenter,C1,R1,43,0.00,0.000,33.66,0.000,0.00,0.000,,,,,,,
Carpenter,C1,R2,43,0.00,0.000,35.43,0.020,0.00,0.000,,,,,,,
Carpenter,C1,R2,43,0.00,0.000,33.69,0.060,0.00,0.000,,,,,,,
Carpenter,C1,R2,43,0.00,0.000,35.34,0.020,0.00,0.000,,,,,,,
Carpenter,C1,R3,43,37.60,0.340,35.85,0.010,0.00,0.000,,,,,,,
Carpenter,C1,R3,43,35.28,1.710,34.58,0.030,0.00,0.000,,,,,,,
Carpenter,C1,R3,43,0.00,0.000,33.46,0.080,0.00,0.000,,,,,,,
Carpenter,C2,R1,43,0.00,0.000,35.22,0.020,0.00,0.000,,,,,,,
Carpenter,C2,R1,43,0.00,0.000,34.46,0.040,0.00,0.000,,,,,,,
Carpenter,C2,R1,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C2,R2,43,0.00,0.000,35.42,0.020,0.00,0.000,,,,,,,
Carpenter,C2,R2,43,0.00,0.000,34.45,0.040,0.00,0.000,,,,,,,
Carpenter,C2,R2,43,0.00,0.000,34.51,0.030,0.00,0.000,,,,,,,
Carpenter,C2,R3,43,0.00,0.000,34.33,0.040,0.00,0.000,,,,,,,
Carpenter,C2,R3,43,0.00,0.000,36.30,0.010,0.00,0.000,,,,,,,
Carpenter,C2,R3,43,0.00,0.000,35.33,0.020,0.00,0.000,,,,,,,
Carpenter,C3,R1,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C3,R1,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C3,R1,43,0.00,0.000,34.89,0.030,0.00,0.000,,,,,,,
Carpenter,C3,R2,43,0.00,0.000,34.26,0.040,0.00,0.000,,,,,,,
Carpenter,C3,R2,43,0.00,0.000,35.88,0.010,0.00,0.000,,,,,,,
Carpenter,C3,R2,43,0.00,0.000,35.17,0.020,0.00,0.000,,,,,,,
Carpenter,C3,R3,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C3,R3,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Carpenter,C3,R3,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Davies,C1,R1,43,0.00,0.000,33.52,0.190,0.00,0.000,,,,,,,
Davies,C1,R1,43,0.00,0.000,33.72,0.160,0.00,0.000,,,,,,,
Davies,C1,R1,43,0.00,0.000,32.45,0.380,0.00,0.000,,,,,,,
Davies,C1,R2,43,0.00,0.000,35.20,0.060,0.00,0.000,,,,,,,
Davies,C1,R2,43,0.00,0.000,35.50,0.050,0.00,0.000,,,,,,,
Davies,C1,R2,43,0.00,0.000,34.17,0.120,0.00,0.000,,,,,,,
Davies,C1,R3,43,0.00,0.000,36.16,0.030,0.00,0.000,,,,,,,
Davies,C1,R3,43,0.00,0.000,35.59,0.040,0.00,0.000,,,,,,,
Davies,C1,R3,43,0.00,0.000,34.40,0.100,0.00,0.000,,,,,,,
Davies,C2,R1,43,0.00,0.000,35.49,0.050,0.00,0.000,,,,,,,
Davies,C2,R1,43,0.00,0.000,35.05,0.070,0.00,0.000,,,,,,,
Davies,C2,R1,43,0.00,0.000,36.32,0.030,0.00,0.000,,,,,,,
Davies,C2,R2,43,0.00,0.000,34.93,0.070,0.00,0.000,,,,,,,
Davies,C2,R2,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Davies,C2,R2,43,0.00,0.000,35.30,0.060,0.00,0.000,,,,,,,
Davies,C2,R3,43,0.00,0.000,35.06,0.070,39.05,0.080,,,,,,,
Davies,C2,R3,43,36.63,0.670,34.95,0.070,0.00,0.000,,,,,,,
Davies,C2,R3,43,0.00,0.000,33.95,0.140,0.00,0.000,,,,,,,
Davies,C3,R1,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Davies,C3,R1,43,0.00,0.000,36.12,0.030,0.00,0.000,,,,,,,
Davies,C3,R1,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Davies,C3,R2,43,0.00,0.000,35.09,0.060,0.00,0.000,,,,,,,
Davies,C3,R2,43,0.00,0.000,36.27,0.030,0.00,0.000,,,,,,,
Davies,C3,R2,43,0.00,0.000,33.97,0.140,0.00,0.000,,,,,,,
Davies,C3,R3,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Davies,C3,R3,43,0.00,0.000,36.15,0.030,0.00,0.000,,,,,,,
Davies,C3,R3,43,0.00,0.000,35.96,0.030,0.00,0.000,,,,,,,
Hanwell,C1,R1,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C1,R1,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C1,R1,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C1,R2,43,37.61,0.340,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C1,R2,43,0.00,0.000,37.14,0.010,0.00,0.000,,,,,,,
Hanwell,C1,R2,43,0.00,0.000,37.02,0.010,0.00,0.000,,,,,,,
Hanwell,C1,R3,43,0.00,0.000,34.55,0.090,37.57,0.190,,,,,,,
Hanwell,C1,R3,43,0.00,0.000,36.01,0.030,0.00,0.000,,,,,,,
Hanwell,C1,R3,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Hanwell,C2,R1,43,35.65,1.330,34.69,0.080,0.00,0.000,,,,,,,
Hanwell,C2,R1,43,0.00,0.000,35.11,0.060,0.00,0.000,,,,,,,
Hanwell,C2,R1,43,35.40,1.580,34.52,0.090,0.00,0.000,,,,,,,
Hanwell,C2,R2,43,34.25,3.510,35.11,0.060,0.00,0.000,,,,,,,
Hanwell,C2,R2,43,35.45,1.520,35.68,0.040,0.00,0.000,,,,,,,
Hanwell,C2,R2,43,36.75,0.620,36.07,0.030,0.00,0.000,,,,,,,
Hanwell,C2,R3,43,0.00,0.000,35.98,0.030,0.00,0.000,,,,,,,
Hanwell,C2,R3,43,0.00,0.000,0.00,0.000,38.59,0.110,,,,,,,
Hanwell,C2,R3,43,0.00,0.000,36.00,0.030,0.00,0.000,,,,,,,
Hanwell,C3,R1,43,0.00,0.000,35.04,0.070,0.00,0.000,,,,,,,
Hanwell,C3,R1,43,0.00,0.000,35.93,0.030,0.00,0.000,,,,,,,
Hanwell,C3,R1,43,0.00,0.000,36.18,0.030,0.00,0.000,,,,,,,
Hanwell,C3,R2,43,37.06,1.440,34.99,0.070,0.00,0.000,,,,,,,
Hanwell,C3,R2,43,0.00,0.000,35.07,0.060,0.00,0.000,,,,,,,
Hanwell,C3,R2,43,0.00,0.000,36.12,0.030,0.00,0.000,,,,,,,
Hanwell,C3,R3,43,0.00,0.000,36.93,0.020,0.00,0.000,,,,,,,
Hanwell,C3,R3,43,0.00,0.000,34.27,0.110,0.00,0.000,,,,,,,
Hanwell,C3,R3,43,0.00,0.000,34.75,0.080,0.00,0.000,,,,,,,
Sidaway,C1,R1,43,0.00,0.000,33.68,0.170,0.00,0.000,,,,,,,
Sidaway,C1,R1,43,0.00,0.000,34.05,0.130,0.00,0.000,,,,,,,
Sidaway,C1,R1,43,0.00,0.000,33.07,0.250,0.00,0.000,,,,,,,
Sidaway,C1,R2,43,0.00,0.000,33.12,0.240,0.00,0.000,,,,,,,
Sidaway,C1,R2,43,0.00,0.000,32.09,0.480,0.00,0.000,,,,,,,
Sidaway,C1,R2,43,0.00,0.000,32.34,0.410,0.00,0.000,,,,,,,
Sidaway,C1,R3,43,0.00,0.000,34.81,0.080,0.00,0.000,,,,,,,
Sidaway,C1,R3,43,0.00,0.000,34.85,0.080,0.00,0.000,,,,,,,
Sidaway,C1,R3,43,0.00,0.000,34.66,0.090,0.00,0.000,,,,,,,
Sidaway,C2,R1,43,0.00,0.000,36.10,0.030,0.00,0.000,,,,,,,
Sidaway,C2,R1,43,0.00,0.000,35.75,0.040,0.00,0.000,,,,,,,
Sidaway,C2,R1,43,0.00,0.000,35.64,0.040,0.00,0.000,,,,,,,
Sidaway,C2,R2,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R2,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R2,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,43,37.85,0.820,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C2,R3,43,39.16,0.330,32.87,0.290,0.00,0.000,,,,,,,
Sidaway,C3,R1,43,0.00,0.000,32.94,0.280,0.00,0.000,,,,,,,
Sidaway,C3,R1,43,0.00,0.000,32.04,0.500,0.00,0.000,,,,,,,
Sidaway,C3,R1,43,0.00,0.000,32.33,0.410,0.00,0.000,,,,,,,
Sidaway,C3,R2,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R2,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
Sidaway,C3,R3,43,0.00,0.000,0.00,0.000,0.00,0.000,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
